InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
542129,22776,SWEETHEART CAKESTAND 3 TIER,1,1/25/2011 15:18,9.95,13002,United Kingdom,9.95
558475,21217,RED RETROSPOT ROUND CAKE TINS,1,6/29/2011 15:58,20.79,,United Kingdom,20.79
562779,21917,SET 12 KIDS  WHITE CHALK STICKS,3,8/9/2011 12:58,0.42,17841,United Kingdom,1.26
542622,21201,TROPICAL  HONEYCOMB PAPER GARLAND,1,1/31/2011 9:09,4.96,,United Kingdom,4.96
560434,23050,RECYCLED ACAPULCO MAT GREEN,1,7/18/2011 15:56,16.63,,United Kingdom,16.63
567807,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,10,9/22/2011 12:23,0.83,17027,United Kingdom,8.3
560692,22667,RECIPE BOX RETROSPOT,2,7/20/2011 12:01,2.95,14704,United Kingdom,5.9
556280,84879,ASSORTED COLOUR BIRD ORNAMENT,8,6/9/2011 20:03,1.69,14584,United Kingdom,13.52
545568,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,3/3/2011 16:22,16.63,,United Kingdom,16.63
574329,23303,SET 4 PICNIC CUTLERY FONDANT,10,11/4/2011 9:07,1.95,12362,Belgium,19.5
580058,23199,JUMBO BAG APPLES,10,12/1/2011 13:19,2.08,14367,United Kingdom,20.8
546866,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,3/17/2011 15:47,4.95,14462,United Kingdom,14.85
569653,85054,FRENCH ENAMEL POT W LID,12,10/5/2011 12:52,2.95,12451,Switzerland,35.4
548870,22078,RIBBON REEL LACE DESIGN,1,4/4/2011 14:41,2.1,14606,United Kingdom,2.1
547548,22312,OFFICE MUG WARMER POLKADOT,1,3/23/2011 15:37,2.95,15644,United Kingdom,2.95
549439,20685,DOORMAT RED RETROSPOT,2,4/8/2011 12:42,7.95,13562,United Kingdom,15.9
539437,21801,CHRISTMAS TREE DECORATION WITH BELL,21,12/17/2010 14:54,0.43,,United Kingdom,9.03
555866,16052,TEATIME PUSH DOWN RUBBER,48,6/7/2011 14:38,0.19,16841,United Kingdom,9.12
553768,84997a,CHILDRENS CUTLERY POLKADOT GREEN,1,5/19/2011 10:47,8.29,,United Kingdom,8.29
541497,21494,ROTATING LEAVES T-LIGHT HOLDER,7,1/18/2011 15:19,1.63,,United Kingdom,11.41
564054,22728,ALARM CLOCK BAKELIKE PINK,400,8/22/2011 13:55,3.39,17857,United Kingdom,1356
551471,21212,PACK OF 72 RETROSPOT CAKE CASES,2,4/28/2011 16:40,0.55,16370,United Kingdom,1.1
579777,23399,HOME SWEET HOME HANGING HEART,9,11/30/2011 15:13,2.08,,United Kingdom,18.72
571712,23188,VINTAGE  2 METRE FOLDING RULER,6,10/18/2011 16:46,1.65,14056,United Kingdom,9.9
556577,23245,SET OF 3 REGENCY CAKE TINS,2,6/13/2011 14:12,4.95,17579,United Kingdom,9.9
557888,47566,PARTY BUNTING,1,6/23/2011 13:51,4.95,14656,United Kingdom,4.95
550320,22457,NATURAL SLATE HEART CHALKBOARD,6,4/17/2011 12:38,2.95,12748,United Kingdom,17.7
544467,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2,2/20/2011 15:51,1.65,14502,United Kingdom,3.3
541132,21174,POTTERING IN THE SHED METAL SIGN,1,1/14/2011 10:17,4.13,,United Kingdom,4.13
546986,21985,PACK OF 12 HEARTS DESIGN TISSUES,24,3/18/2011 12:56,0.29,14194,United Kingdom,6.96
545550,20749,ASSORTED COLOUR MINI CASES,3,3/3/2011 15:11,7.95,18041,United Kingdom,23.85
572652,22151,PLACE SETTING WHITE HEART,24,10/25/2011 12:11,0.42,15805,United Kingdom,10.08
562046,23256,CHILDRENS CUTLERY SPACEBOY,4,8/2/2011 10:34,4.15,12378,Switzerland,16.6
577319,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,11/18/2011 13:43,0.29,17301,United Kingdom,0.58
577078,22995,TRAVEL CARD WALLET SUKI,1,11/17/2011 15:17,0.83,,United Kingdom,0.83
562955,23165,LARGE CERAMIC TOP STORAGE JAR,3,8/11/2011 10:14,3.29,,United Kingdom,9.87
555637,22138,BAKING SET 9 PIECE RETROSPOT,6,6/6/2011 12:47,4.95,12535,France,29.7
578508,21733,RED HANGING HEART T-LIGHT HOLDER,1,11/24/2011 13:06,2.95,16892,United Kingdom,2.95
568326,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,9/26/2011 14:00,0.12,13200,United Kingdom,2.88
577768,22994,TRAVEL CARD WALLET RETROSPOT,1,11/21/2011 15:18,0.83,,United Kingdom,0.83
539740,82581,TOILET METAL SIGN,1,12/21/2010 15:20,1.28,,United Kingdom,1.28
580050,22791,T-LIGHT GLASS FLUTED ANTIQUE,10,12/1/2011 12:54,1.25,14960,United Kingdom,12.5
570209,22835,HOT WATER BOTTLE I AM SO POORLY,2,10/9/2011 10:29,4.95,16326,United Kingdom,9.9
553544,21936,RED RETROSPOT PICNIC BAG,1,5/17/2011 15:36,5.79,,United Kingdom,5.79
537370,20972,PINK CREAM FELT CRAFT TRINKET BOX,5,12/6/2010 12:44,1.25,13155,United Kingdom,6.25
564972,23084,RABBIT NIGHT LIGHT,24,8/31/2011 15:30,1.79,12621,Germany,42.96
566319,23354,6 GIFT TAGS 50'S CHRISTMAS,24,9/12/2011 11:25,0.83,13431,United Kingdom,19.92
536592,37370,RETRO COFFEE MUGS ASSORTED,1,12/1/2010 17:06,16.13,,United Kingdom,16.13
567853,22371,AIRLINE BAG VINTAGE TOKYO 78,1,9/22/2011 13:31,4.25,15484,United Kingdom,4.25
545667,85016,SET OF 6 VINTAGE NOTELETS KIT,1,3/4/2011 16:07,2.46,,United Kingdom,2.46
564335,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,8/24/2011 14:23,2.95,15800,United Kingdom,5.9
578270,15056P,EDWARDIAN PARASOL PINK,1,11/23/2011 13:39,12.46,14096,United Kingdom,12.46
550512,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,4/18/2011 16:31,0.42,18069,United Kingdom,0.42
578270,22134,MINI LADLE LOVE HEART RED,1,11/23/2011 13:39,0.83,14096,United Kingdom,0.83
562984,22090,PAPER BUNTING RETROSPOT,2,8/11/2011 11:45,2.95,17841,United Kingdom,5.9
548733,21906,PHARMACIE FIRST AID TIN,2,4/4/2011 10:29,6.75,17648,United Kingdom,13.5
570008,23350,ROLL WRAP VINTAGE SPOT,12,10/7/2011 9:30,1.25,13359,United Kingdom,15
549917,22027,TEA PARTY BIRTHDAY CARD,12,4/13/2011 9:42,0.42,16607,United Kingdom,5.04
539240,84818,DANISH ROSE PHOTO FRAME,48,12/16/2010 13:15,0.85,15194,United Kingdom,40.8
561218,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,7/25/2011 17:11,0.83,,United Kingdom,0.83
559200,23239,SET OF 4 KNICK KNACK TINS POPPIES,2,7/7/2011 10:36,4.15,13291,United Kingdom,8.3
550318,21790,VINTAGE SNAP CARDS,3,4/17/2011 12:25,0.85,16085,United Kingdom,2.55
544196,22197,SMALL POPCORN HOLDER,24,2/17/2011 9:47,0.85,13327,United Kingdom,20.4
566269,22084,PAPER CHAIN KIT EMPIRE,1,9/11/2011 13:39,2.95,17864,United Kingdom,2.95
575856,84879,ASSORTED COLOUR BIRD ORNAMENT,1,11/11/2011 12:28,1.69,16386,United Kingdom,1.69
547884,22367,CHILDRENS APRON SPACEBOY DESIGN,8,3/28/2011 9:07,1.95,13481,United Kingdom,15.6
547386,22933,BAKING MOULD EASTER EGG MILK CHOC,1,3/22/2011 15:52,5.79,,United Kingdom,5.79
563193,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,8/12/2011 16:30,2.46,,United Kingdom,2.46
536749,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,12/2/2010 13:49,2.1,17976,United Kingdom,2.1
567795,21239,PINK  POLKADOT CUP,24,9/22/2011 11:44,0.85,14646,Netherlands,20.4
580404,23242,TREASURE TIN BUFFALO BILL,6,12/4/2011 12:01,2.08,13596,United Kingdom,12.48
554997,23202,JUMBO BAG VINTAGE LEAF,10,5/29/2011 15:35,2.08,16746,United Kingdom,20.8
537262,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,12/6/2010 11:26,7.95,15039,United Kingdom,15.9
545340,22470,HEART OF WICKER LARGE,6,3/2/2011 8:41,2.95,15416,United Kingdom,17.7
575739,23354,6 GIFT TAGS 50'S CHRISTMAS,3,11/11/2011 9:05,1.63,,United Kingdom,4.89
546437,23053,RECYCLED ACAPULCO MAT PINK,2,3/14/2011 9:46,8.25,16807,United Kingdom,16.5
543011,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2/2/2011 13:25,2.95,15270,United Kingdom,70.8
577522,22429,ENAMEL MEASURING JUG CREAM,1,11/20/2011 13:23,4.25,15988,United Kingdom,4.25
555810,21936,RED RETROSPOT PICNIC BAG,5,6/7/2011 11:39,2.95,17091,United Kingdom,14.75
576329,22134,MINI LADLE LOVE HEART RED,1,11/14/2011 15:22,0.83,,United Kingdom,0.83
550636,17003,BROCADE RING PURSE,7,4/19/2011 15:37,0.63,,United Kingdom,4.41
571544,22197,POPCORN HOLDER,10,10/17/2011 16:53,0.85,17757,United Kingdom,8.5
575930,21744,SNOWFLAKE PORTABLE TABLE LIGHT,3,11/11/2011 17:58,2.46,,United Kingdom,7.38
569843,23209,LUNCH BAG VINTAGE DOILY,2,10/6/2011 13:29,1.65,14449,United Kingdom,3.3
543774,82583,HOT BATHS METAL SIGN,72,2/11/2011 15:56,1.85,15856,United Kingdom,133.2
561218,23065,LARGE DECO JEWELLERY STAND,1,7/25/2011 17:11,24.96,,United Kingdom,24.96
562984,22615,PACK OF 12 CIRCUS PARADE TISSUES,12,8/11/2011 11:45,0.29,17841,United Kingdom,3.48
561513,22908,PACK OF 20 NAPKINS RED APPLES,1,7/27/2011 15:12,1.63,,United Kingdom,1.63
573580,72801d,4 SKY BLUE DINNER CANDLES,1,10/31/2011 14:21,2.46,,United Kingdom,2.46
569943,85093,CANDY SPOT EGG WARMER HARE,6,10/6/2011 18:08,0.39,14592,United Kingdom,2.34
541238,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,1/16/2011 10:42,2.55,16746,United Kingdom,2.55
550461,21175,GIN + TONIC DIET METAL SIGN,2000,4/18/2011 13:20,1.69,15749,United Kingdom,3380
552310,22440,BALLOON WATER BOMB PACK OF 35,10,5/8/2011 15:22,0.42,17323,United Kingdom,4.2
548742,47310M,"SMALL POP BOX,FUNKY MONKEY",20,4/4/2011 12:00,1.25,14688,United Kingdom,25
553542,22090,PAPER BUNTING RETROSPOT,1,5/17/2011 15:34,6.63,,United Kingdom,6.63
580983,22694,WICKER STAR,2,12/6/2011 16:26,4.13,,United Kingdom,8.26
580729,84832,ZINC WILLIE WINKIE  CANDLE STICK,3,12/5/2011 17:24,1.63,,United Kingdom,4.89
566047,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,2,9/8/2011 14:19,3.75,17370,United Kingdom,7.5
540154,22530,MAGIC DRAWING SLATE DOLLY GIRL,1,1/5/2011 11:30,0.85,,United Kingdom,0.85
571779,22155,STAR DECORATION RUSTIC,12,10/19/2011 11:27,0.42,12748,United Kingdom,5.04
578630,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,36,11/24/2011 16:06,1.25,12748,United Kingdom,45
576508,23213,STAR WREATH DECORATION WITH BELL,6,11/15/2011 12:02,1.25,17777,United Kingdom,7.5
566091,48187,DOORMAT NEW ENGLAND,1,9/9/2011 10:37,8.25,17870,United Kingdom,8.25
566171,20982,12 PENCILS TALL TUBE SKULLS,12,9/9/2011 12:22,0.85,18118,United Kingdom,10.2
572312,21034,REX CASH+CARRY JUMBO SHOPPER,4,10/23/2011 15:47,0.95,15022,United Kingdom,3.8
571705,20978,36 PENCILS TUBE SKULLS,16,10/18/2011 15:22,1.25,12360,Austria,20
571065,22326,ROUND SNACK BOXES SET OF4 WOODLAND,24,10/13/2011 14:59,2.95,12613,Germany,70.8
564335,22867,HAND WARMER BIRD DESIGN,1,8/24/2011 14:23,2.1,15800,United Kingdom,2.1
559876,21967,PACK OF 12 SKULL TISSUES,12,7/13/2011 11:09,0.29,15752,United Kingdom,3.48
565206,22930,BAKING MOULD HEART MILK CHOCOLATE,6,9/1/2011 16:46,2.55,12971,United Kingdom,15.3
581164,23691,WRAP KEEP CALM BIRTHDAY,25,12/7/2011 14:34,0.42,14395,United Kingdom,10.5
580754,21671,RED SPOT CERAMIC DRAWER KNOB,1,12/6/2011 10:05,3.29,,United Kingdom,3.29
579196,21039,RED RETROSPOT SHOPPING BAG,4,11/28/2011 15:54,5.79,14096,United Kingdom,23.16
554054,21934,SKULL SHOULDER BAG,1,5/20/2011 15:29,3.29,,United Kingdom,3.29
538080,21683,MEDIUM MEDINA STAMPED METAL BOWL,12,12/9/2010 14:28,2.95,17646,United Kingdom,35.4
554103,22556,PLASTERS IN TIN CIRCUS PARADE,2,5/22/2011 13:51,1.65,15555,United Kingdom,3.3
537955,21937,STRAWBERRY   PICNIC BAG,1,12/9/2010 11:28,2.95,16782,United Kingdom,2.95
553889,21165,BEWARE OF THE CAT METAL SIGN,12,5/19/2011 16:31,1.69,13405,United Kingdom,20.28
545408,22899,CHILDREN'S APRON DOLLY GIRL,8,3/2/2011 12:10,2.1,15067,United Kingdom,16.8
572918,23300,GARDENERS KNEELING PAD CUP OF TEA,1,10/26/2011 16:43,1.65,14379,United Kingdom,1.65
577482,21484,CHICK GREY HOT WATER BOTTLE,2,11/20/2011 11:43,4.25,16762,United Kingdom,8.5
578998,22694,WICKER STAR,2,11/27/2011 16:05,2.1,15436,United Kingdom,4.2
578942,23207,LUNCH BAG ALPHABET DESIGN,1,11/27/2011 13:29,1.65,17288,United Kingdom,1.65
541696,47593B,SCOTTIE DOGS BABY BIB,2,1/20/2011 18:08,0.83,,United Kingdom,1.66
566061,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,9/8/2011 15:36,8.95,13267,United Kingdom,35.8
545717,21080,SET/20 RED RETROSPOT PAPER NAPKINS,1,3/7/2011 10:15,2.46,,United Kingdom,2.46
559357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/7/2011 18:56,2.55,17107,United Kingdom,81.6
573385,22906,12 MESSAGE CARDS WITH ENVELOPES,20,10/30/2011 14:21,1.65,13421,United Kingdom,33
575073,21212,PACK OF 72 RETROSPOT CAKE CASES,4,11/8/2011 13:10,0.55,13975,United Kingdom,2.2
569229,22980,PANTRY SCRUBBING BRUSH,1,10/2/2011 14:56,1.65,14502,United Kingdom,1.65
568346,23119,PACK OF 6 LARGE FRUIT STRAWS,6,9/26/2011 15:28,1.25,14096,United Kingdom,7.5
575205,79321,CHILLI LIGHTS,48,11/9/2011 10:18,4.95,13147,United Kingdom,237.6
555327,22630,DOLLY GIRL LUNCH BOX,1,6/2/2011 11:03,2.46,,United Kingdom,2.46
542906,22423,REGENCY CAKESTAND 3 TIER,2,2/1/2011 15:12,24.96,,United Kingdom,49.92
541497,21556,CERAMIC STRAWBERRY MONEY BOX,3,1/18/2011 15:19,2.46,,United Kingdom,7.38
565840,21992,VINTAGE PAISLEY STATIONERY SET,3,9/7/2011 12:02,2.46,,United Kingdom,7.38
581007,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/7/2011 8:55,2.55,12912,United Kingdom,102
572732,21981,PACK OF 12 WOODLAND TISSUES,24,10/25/2011 15:21,0.39,18079,United Kingdom,9.36
550496,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,5,4/18/2011 15:05,4.96,,United Kingdom,24.8
579531,21914,BLUE HARMONICA IN BOX,12,11/30/2011 9:18,1.25,17017,United Kingdom,15
544314,22698,PINK REGENCY TEACUP AND SAUCER,6,2/17/2011 14:42,2.95,13767,United Kingdom,17.7
567186,20979,36 PENCILS TUBE RED RETROSPOT,2,9/18/2011 16:04,1.25,17073,United Kingdom,2.5
558535,23202,JUMBO BAG VINTAGE LEAF,2,6/30/2011 12:04,2.08,16904,United Kingdom,4.16
550191,20801,LARGE PINK GLASS SUNDAE DISH,2,4/14/2011 19:59,0.79,16806,United Kingdom,1.58
564754,23172,REGENCY TEA PLATE PINK,1,8/30/2011 10:29,3.29,,United Kingdom,3.29
559926,23032,DOORKNOB CRACKED GLAZE IVORY,12,7/13/2011 16:48,1.65,17644,United Kingdom,19.8
545914,21876,POTTERING MUG,24,3/8/2011 11:39,1.25,13340,United Kingdom,30
550286,22607,WOODEN ROUNDERS GARDEN SET,6,4/15/2011 14:14,9.95,15027,United Kingdom,59.7
539750,22736,RIBBON REEL MAKING SNOWMEN,3,12/21/2010 15:40,4.21,,United Kingdom,12.63
543242,22094,RED RETROSPOT TISSUE BOX,12,2/4/2011 14:03,1.25,15090,United Kingdom,15
570680,23528,WALL ART SPACEBOY,4,10/11/2011 15:36,3.75,13969,United Kingdom,15
579145,23579,SNACK TRAY I LOVE LONDON,1,11/28/2011 13:13,1.95,14597,United Kingdom,1.95
573405,23407,SET OF 2 TRAYS HOME SWEET HOME,1,10/30/2011 15:55,9.95,13822,United Kingdom,9.95
566600,23300,GARDENERS KNEELING PAD CUP OF TEA,12,9/13/2011 15:41,1.65,13704,United Kingdom,19.8
572323,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,10/24/2011 9:46,4.25,14312,United Kingdom,17
572680,22840,ROUND CAKE TIN VINTAGE RED,1,10/25/2011 13:48,7.95,,Portugal,7.95
544681,84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,2/22/2011 16:28,5.83,,United Kingdom,5.83
566864,22662,LUNCH BAG DOLLY GIRL DESIGN,3,9/15/2011 12:51,1.65,17786,United Kingdom,4.95
556238,22727,ALARM CLOCK BAKELIKE RED,4,6/9/2011 15:35,3.75,13397,United Kingdom,15
563708,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/18/2011 15:09,2.08,17001,United Kingdom,20.8
553879,23175,REGENCY MILK JUG PINK,4,5/19/2011 15:15,3.25,15791,United Kingdom,13
563692,48138,DOORMAT UNION FLAG,1,8/18/2011 13:01,7.95,17243,United Kingdom,7.95
579187,22074,6 RIBBONS SHIMMERING PINKS,1,11/28/2011 15:31,1.25,,United Kingdom,1.25
578844,22553,PLASTERS IN TIN SKULLS,1,11/25/2011 16:14,3.29,,United Kingdom,3.29
577720,23132,SMALL IVORY HEART WALL ORGANISER,48,11/21/2011 12:21,4.95,16013,United Kingdom,237.6
557308,84988,SET OF 72 PINK HEART PAPER DOILIES,3,6/19/2011 15:13,1.45,16744,United Kingdom,4.35
560861,22563,HAPPY STENCIL CRAFT,1,7/21/2011 13:37,1.25,17660,United Kingdom,1.25
556681,22384,LUNCH BAG PINK POLKADOT,10,6/14/2011 9:41,1.65,12826,United Kingdom,16.5
564733,23301,GARDENERS KNEELING PAD KEEP CALM,4,8/28/2011 13:18,1.65,17841,United Kingdom,6.6
571824,23389,SPACEBOY MINI BACKPACK,4,10/19/2011 11:49,4.15,12472,Germany,16.6
567631,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,9/21/2011 13:33,0.85,13350,United Kingdom,10.2
573414,23413,DECORATIVE VINTAGE COFFEE  BOX,1,10/30/2011 16:15,4.95,16877,United Kingdom,4.95
546107,22859,EASTER TIN BUNNY BOUQUET,6,3/9/2011 12:33,1.65,17238,United Kingdom,9.9
561010,22433,WATERING CAN GREEN DINOSAUR,6,7/22/2011 16:04,1.95,18262,United Kingdom,11.7
545428,22860,EASTER TIN CHICKS PINK DAISY,6,3/2/2011 14:43,1.65,14239,United Kingdom,9.9
568188,22545,MINI JIGSAW BUNNIES,2,9/25/2011 14:33,0.42,16049,United Kingdom,0.84
556812,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,6/14/2011 17:25,3.29,,United Kingdom,3.29
550470,90214K,"LETTER ""K"" BLING KEY RING",1,4/18/2011 13:49,0.83,,United Kingdom,0.83
565917,21558,SKULL LUNCH BOX WITH CUTLERY,1,9/7/2011 16:15,4.96,,United Kingdom,4.96
559535,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,7/10/2011 12:16,1.65,17841,United Kingdom,3.3
579885,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,11/30/2011 17:37,1.25,15444,United Kingdom,15
575202,23566,EGG CUP MILKMAID HEIDI,12,11/9/2011 10:14,1.25,13018,United Kingdom,15
568381,10080,GROOVY CACTUS INFLATABLE,12,9/27/2011 9:24,0.39,14321,United Kingdom,4.68
564974,22798,ANTIQUE GLASS DRESSING TABLE POT,2,8/31/2011 15:32,5.79,,United Kingdom,11.58
569136,22865,HAND WARMER OWL DESIGN,2,9/30/2011 14:41,2.1,15834,United Kingdom,4.2
541809,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3,1/21/2011 14:59,4.13,,United Kingdom,12.39
580848,23389,SPACEBOY MINI BACKPACK,1,12/6/2011 11:51,4.15,18005,United Kingdom,4.15
541104,90115,SUMMER BUTTERFLIES BAG CHARM,1,1/13/2011 14:29,2.46,,United Kingdom,2.46
573464,23571,TRADITIONAL NAUGHTS & CROSSES,12,10/31/2011 10:56,1.65,15667,United Kingdom,19.8
555257,21224,SET/4 SKULL BADGES,20,6/1/2011 15:28,1.25,17596,United Kingdom,25
540468,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,1/7/2011 13:55,2.51,,United Kingdom,2.51
540187,22531,MAGIC DRAWING SLATE CIRCUS PARADE,48,1/5/2011 13:53,0.42,15358,United Kingdom,20.16
550560,85066,CREAM SWEETHEART MINI CHEST,2,4/19/2011 11:46,12.75,14242,United Kingdom,25.5
566949,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,10,9/15/2011 16:32,2.46,,United Kingdom,24.6
570672,22534,MAGIC DRAWING SLATE SPACEBOY,24,10/11/2011 14:52,0.42,12536,France,10.08
562934,22662,LUNCH BAG DOLLY GIRL DESIGN,2,8/10/2011 16:56,4.13,,United Kingdom,8.26
558904,23182,TOILET SIGN OCCUPIED OR VACANT,1,7/4/2011 16:18,2.46,,United Kingdom,2.46
576213,21619,4 VANILLA BOTANICAL CANDLES,1,11/14/2011 12:47,1.25,18117,United Kingdom,1.25
573346,23301,GARDENERS KNEELING PAD KEEP CALM,2,10/30/2011 12:18,1.65,17255,United Kingdom,3.3
536754,22570,FELTCRAFT CUSHION RABBIT,1,12/2/2010 14:09,3.75,14449,United Kingdom,3.75
574826,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,11/7/2011 10:58,2.95,15870,United Kingdom,11.8
558035,22072,RED RETROSPOT TEA CUP AND SAUCER,4,6/24/2011 12:30,3.75,15258,United Kingdom,15
556241,22745,POPPY'S PLAYHOUSE BEDROOM,6,6/9/2011 16:04,2.1,12597,Spain,12.6
577217,23094,LE GRAND TRAY CHIC SET,1,11/18/2011 11:53,12.5,17324,United Kingdom,12.5
556926,85132B,CHARLIE AND LOLA TABLE TINS,1,6/15/2011 14:26,1.95,16324,United Kingdom,1.95
537208,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,12/5/2010 15:12,1.65,15889,United Kingdom,9.9
577531,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,11/20/2011 13:58,10.79,,United Kingdom,10.79
557066,22470,HEART OF WICKER LARGE,6,6/16/2011 15:10,2.95,17463,United Kingdom,17.7
577736,22650,CERAMIC PIRATE CHEST MONEY BANK,1,11/21/2011 13:20,1.45,14606,United Kingdom,1.45
568712,22776,SWEETHEART 3 TIER CAKE STAND,1,9/28/2011 15:50,9.95,17841,United Kingdom,9.95
559981,85066,CREAM SWEETHEART MINI CHEST,1,7/14/2011 11:30,12.75,14562,United Kingdom,12.75
550000,22674,FRENCH TOILET SIGN BLUE METAL,12,4/14/2011 9:18,1.25,17058,United Kingdom,15
554088,23075,PARLOUR CERAMIC WALL HOOK,6,5/22/2011 12:12,4.15,16801,United Kingdom,24.9
580613,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12/5/2011 12:03,4.95,14759,United Kingdom,14.85
579846,23126,FELTCRAFT GIRL AMELIE KIT,4,11/30/2011 16:22,4.95,12921,United Kingdom,19.8
552250,22556,PLASTERS IN TIN CIRCUS PARADE,1,5/6/2011 19:55,1.65,12748,United Kingdom,1.65
550496,22497,SET OF 2 TINS VINTAGE BATHROOM,1,4/18/2011 15:05,8.29,,United Kingdom,8.29
574311,23390,DOLLY GIRL MINI BACKPACK,4,11/3/2011 16:56,4.15,15640,United Kingdom,16.6
571409,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,10/17/2011 12:25,5.95,14911,EIRE,17.85
544211,22969,HOMEMADE JAM SCENTED CANDLES,12,2/17/2011 11:05,1.45,13018,United Kingdom,17.4
544210,22430,ENAMEL WATERING CAN CREAM,4,2/17/2011 11:01,4.95,14911,EIRE,19.8
542907,22487,WHITE WOOD GARDEN PLANT LADDER,12,2/1/2011 15:15,8.5,13854,United Kingdom,102
539452,20966,SANDWICH BATH SPONGE,40,12/17/2010 17:06,1.25,15856,United Kingdom,50
566539,22748,POPPY'S PLAYHOUSE KITCHEN,3,9/13/2011 11:34,2.1,17228,United Kingdom,6.3
552316,23161,REGENCY CAKE FORK,12,5/8/2011 16:11,1.25,15674,United Kingdom,15
548502,21239,PINK  POLKADOT CUP,1,3/31/2011 14:17,1.63,,United Kingdom,1.63
538566,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,12/13/2010 11:21,3.36,,United Kingdom,3.36
539488,22540,MINI JIGSAW CIRCUS PARADE,24,12/20/2010 9:37,0.42,12377,Switzerland,10.08
566495,22024,RAINY LADIES BIRTHDAY CARD,12,9/13/2011 11:14,0.42,15529,United Kingdom,5.04
564660,23210,WHITE ROCKING HORSE HAND PAINTED,24,8/26/2011 14:45,1.25,15074,United Kingdom,30
559816,11001,ASSTD DESIGN RACING CAR PEN,5,7/12/2011 16:11,0.83,,United Kingdom,4.15
576092,21889,WOODEN BOX OF DOMINOES,24,11/14/2011 9:00,1.25,18263,United Kingdom,30
550957,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,4/21/2011 16:37,1.95,18283,United Kingdom,1.95
544812,84946,ANTIQUE SILVER TEA GLASS ETCHED,1,2/23/2011 15:58,2.46,,United Kingdom,2.46
579920,22791,T-LIGHT GLASS FLUTED ANTIQUE,144,12/1/2011 9:02,1.06,16839,United Kingdom,152.64
561085,20829,GLITTER HANGING BUTTERFLY STRING,8,7/25/2011 9:26,2.1,14367,United Kingdom,16.8
571660,23341,PINK DINER WALL CLOCK,4,10/18/2011 12:49,8.5,16191,United Kingdom,34
551088,22698,PINK REGENCY TEACUP AND SAUCER,6,4/26/2011 12:31,2.95,14640,United Kingdom,17.7
559337,22204,MILK PAN BLUE POLKADOT,2,7/7/2011 16:27,3.29,,United Kingdom,6.58
539434,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,12/17/2010 14:41,4.21,,United Kingdom,4.21
579552,23499,SET 12 VINTAGE DOILY CHALK,24,11/30/2011 10:54,0.42,16210,United Kingdom,10.08
575512,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,11/10/2011 10:36,1.45,14121,United Kingdom,17.4
576696,23100,SILVER BELLS TABLE DECORATION,12,11/16/2011 12:26,1.25,16669,United Kingdom,15
581414,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,12/8/2011 14:39,2.95,14730,United Kingdom,2.95
543188,22303,COFFEE MUG APPLES DESIGN,6,2/4/2011 11:45,2.55,12567,France,15.3
555581,21770,OPEN CLOSED METAL SIGN,2,6/6/2011 8:04,4.95,13865,United Kingdom,9.9
